id,title,organization,sector,location,skills,duration,stipend,type,mode
743,Clinical Research Intern,Spectrum Media House,Healthcare,Guwahati,AutoCAD|C++|Digital Marketing|Excel|JavaScript|Python|SPSS,1 month,8000,Private,Hybrid
744,Learning Design Intern,TourEase Travels,Education,Chennai,AutoCAD|Content Writing|Excel|R|Research|SolidWorks|UI/UX,3 months,4000,Startup,Online
745,Agri Research Intern,SecureNet Systems,Agriculture,Guwahati,Excel|HTML|Illustrator|R|Research|SPSS,2 months,10000,Startup,Online
746,Travel Operations Intern,PolicyWorks India,Tourism,Ahmedabad,Canva|Digital Marketing|Excel|Illustrator|Networking|QGIS|Tally,2 months,3500,PSU,Online
747,Digital Governance Intern,EduBridge Alliance,E-Governance,Mumbai,C++|Power BI|Research|SQL|SolidWorks,1 month,10000,Startup,Hybrid
748,Tour Planning Intern,FutureWave Tech,Tourism,Surat,Canva|Content Writing|Digital Marketing|Illustrator|Power BI|Python,1 month,10000,PSU,Online
749,Learning Design Intern,SecureNet Systems,Education,Kochi,Content Writing|Excel|JavaScript|Networking|Research,6 months,6500,Startup,Offline
750,Cyber Risk Intern,FutureWave Tech,Cybersecurity,Delhi,AutoCAD|Data Entry|Linux|Networking|Power BI|Python|Research|Typing,6 months,10500,Startup,Online
751,Legal Research Intern,NextGen Logistics,Law,Bhopal,Canva|Content Writing|GST|Photoshop|Research|SPSS|SolidWorks,6 months,8000,Startup,Offline
752,Academic Research Intern,DataPulse Analytics,Education,Bengaluru,C|Excel|Photoshop|R|Research,1 month,10500,Private,Hybrid
753,Civic Tech Intern,NextGen Logistics,E-Governance,Raipur,C|C++|Content Writing|Excel|Python|QGIS|Research|SQL|SolidWorks,3 months,8500,NGO,Offline
754,Supply Chain Intern,Spectrum Media House,Logistics,Pune,CSS|Excel|JavaScript|Photoshop|Power BI|SQL|UI/UX,3 months,12000,Startup,Online
755,Operations Intern (2),BrightPath Designs,Logistics,Chandigarh,ArcGIS|JavaScript|R|SEO|SQL|Tally|Typing,6 months,6500,Startup,Hybrid
756,Product Design Intern,TourEase Travels,Design,Mysuru,Canva|Illustrator|Photoshop|Python|React|Typing,2 months,12000,NGO,Offline
757,Data Analyst Intern,TourEase Travels,Data Analytics,Hyderabad,CSS|Content Writing|Networking|Power BI|SQL|Tableau,6 months,4000,Govt,Hybrid
758,Social Media Intern,Innovate Labs,Media,Chandigarh,ArcGIS|Canva|Content Writing|Photoshop,3 months,11000,NGO,Online
759,Field Operations Intern,HealthSphere Analytics,Agriculture,Thiruvananthapuram,C|Data Entry|Excel|GST|Java|Photoshop|R|SPSS,1 month,5000,Startup,Offline
760,Legal Research Intern (2),Innovate Labs,Law,Thiruvananthapuram,C|Excel|Java|QGIS|Research|SQL,6 months,9500,NGO,Offline
761,Operations Intern,Innovate Labs,Logistics,Delhi,CSS|Excel|GST|HTML|Photoshop|Power BI|SQL,1 month,10500,NGO,Online
762,Supply Chain Intern (2),Innovate Labs,Logistics,Bengaluru,AutoCAD|Power BI|Python|QGIS|React|Tableau|Tally,3 months,13500,Startup,Online
763,GIS Mapping Intern,CivicLink Foundation,GIS,Remote,ArcGIS|Excel|GST|JavaScript|Python|QGIS|SolidWorks|Tableau,2 months,14000,PSU,Online
764,Civic Tech Intern,Spectrum Media House,E-Governance,Noida,C++|Canva|Excel|Photoshop|Python|Research|SQL,6 months,13500,Govt,Hybrid
765,Social Media Intern,Insight Finance Group,Media,Mysuru,Digital Marketing|Java|JavaScript|Photoshop|SPSS|Tally|UI/UX,3 months,11500,Startup,Offline
766,Tour Planning Intern,AgriNova Collective,Tourism,Chennai,Data Entry|Excel|SEO|UI/UX,6 months,3000,Private,Online
767,Operations Intern,LexGuard Associates,Logistics,Mumbai,CSS|Content Writing|Research|SEO|SQL|SolidWorks,6 months,13000,Private,Offline
768,Legal Research Intern,AgriNova Collective,Law,Bhopal,Canva|Content Writing|Data Entry|Power BI|React|Research,2 months,10000,NGO,Hybrid
769,Content Strategist Intern,TourEase Travels,Media,Hyderabad,Canva|Digital Marketing|Illustrator|Photoshop|SEO|SolidWorks,2 months,13000,NGO,Offline
770,Product Design Intern,GreenGrowth Initiatives,Design,Raipur,CSS|Content Writing|Illustrator|React|SEO|Typing|UI/UX,3 months,7000,NGO,Hybrid
771,Investment Research Intern,DataPulse Analytics,Finance,Mysuru,Excel|GST|JavaScript|Linux|Python|React|Tally,3 months,7000,Startup,Online
772,Investment Research Intern,FutureWave Tech,Finance,Gurugram,C|C++|GST|R,2 months,3500,NGO,Hybrid
773,Learning Design Intern,Skyline Innovations,Education,Hyderabad,C++|Content Writing|Data Entry|Digital Marketing|Excel|Python|Research|SQL|UI/UX,3 months,13000,Govt,Offline
774,Product Design Intern,TourEase Travels,Design,Ranchi,Canva|Digital Marketing|Illustrator|Java|Networking|Photoshop,6 months,4500,PSU,Offline
775,Cyber Risk Intern,Insight Finance Group,Cybersecurity,Noida,Figma|HTML|Java|Linux|Networking|Photoshop|Power BI|Python|QGIS,2 months,11500,NGO,Online
776,Security Analyst Intern,DataPulse Analytics,Cybersecurity,Ahmedabad,C|Content Writing|Java|Power BI|Python|Research,6 months,3500,Govt,Online
777,Data Analyst Intern,AgriNova Collective,Data Analytics,Ahmedabad,AutoCAD|Excel|Java|Power BI|R|SolidWorks|Tableau,2 months,3500,Govt,Hybrid
778,GIS Mapping Intern,UrbanRise Solutions,GIS,Guwahati,Canva|Excel|Figma|Python|QGIS|Tableau|Tally,1 month,3000,Private,Offline
779,Compliance Intern,NextGen Logistics,Law,Chennai,ArcGIS|Content Writing|Digital Marketing|HTML|Research|SolidWorks|UI/UX,2 months,13500,Private,Online
780,Academic Research Intern,BrightPath Designs,Education,Indore,ArcGIS|AutoCAD|C++|Content Writing|Python|Research|SQL,1 month,3500,Govt,Hybrid
781,Graphic Design Intern,EcoVision Energy,Design,Patna,Canva|Figma|GST|HTML|Power BI,2 months,13500,PSU,Offline
782,Compliance Intern,FutureWave Tech,Law,Nagpur,ArcGIS|Content Writing|Data Entry|Photoshop|Research|SPSS|Typing|UI/UX,3 months,9000,PSU,Hybrid
783,Governance Analyst Intern,Innovate Labs,Public Policy,Raipur,C++|Content Writing|Excel|R|Research|SQL,6 months,14000,NGO,Offline
784,Sustainability Intern,NextGen Logistics,Renewable Energy,Ranchi,AutoCAD|Canva|Excel|Figma|Research|SEO,3 months,7500,Private,Online
785,Product Design Intern (2),Innovate Labs,Design,Surat,C++|Canva|Data Entry|JavaScript|Research|SEO|SolidWorks,2 months,6000,Startup,Hybrid
786,Civic Tech Intern (2),HealthSphere Analytics,E-Governance,Jaipur,C|Excel|HTML|JavaScript|Research|SQL,6 months,6500,Govt,Offline
787,Finance Analyst Intern,BrightPath Designs,Finance,Chennai,GST|Linux|Python|Research|Tally,1 month,6000,Govt,Offline
788,Travel Operations Intern,SecureNet Systems,Tourism,Nagpur,C++|Content Writing|Figma|R,3 months,13000,NGO,Online
789,Sustainability Intern,NextGen Logistics,Renewable Energy,Patna,AutoCAD|C++|Canva|HTML|Linux|Python|Research,1 month,11500,Govt,Offline
790,Supply Chain Intern,TourEase Travels,Logistics,Noida,C++|Canva|Content Writing|Excel|Figma|Java|JavaScript|Power BI,3 months,8500,Private,Online
791,Solar Projects Intern,PolicyWorks India,Renewable Energy,Visakhapatnam,AutoCAD|Figma|JavaScript|Networking|SolidWorks,2 months,12000,Private,Hybrid
792,Governance Analyst Intern,EcoVision Energy,Public Policy,Ranchi,AutoCAD|CSS|Excel|Power BI|R|Research|UI/UX,3 months,11000,Private,Online
793,Cyber Risk Intern,EduBridge Alliance,Cybersecurity,Mumbai,Content Writing|Networking|Photoshop|Python|SQL|SolidWorks,3 months,15000,Private,Online
794,Governance Analyst Intern,UrbanRise Solutions,Public Policy,Lucknow,C++|Content Writing|Excel|SPSS|Tally|Typing,6 months,14500,Startup,Offline
795,Graphic Design Intern,SecureNet Systems,Design,Delhi,C|Excel|Figma|HTML|React|UI/UX,3 months,10000,PSU,Offline
796,Compliance Intern,UrbanRise Solutions,Law,Patna,C++|CSS|Content Writing|Java|Photoshop|Research,3 months,9500,Govt,Offline
797,Graphic Design Intern,LexGuard Associates,Design,Chandigarh,Canva|Figma|Illustrator|JavaScript|Python|Research|SPSS|Tableau,3 months,10500,PSU,Online
798,Clinical Research Intern,UrbanRise Solutions,Healthcare,Kolkata,Excel|Linux|Research|SPSS,6 months,7500,Private,Online
799,Supply Chain Intern,Insight Finance Group,Logistics,Visakhapatnam,Figma|GST|Photoshop|SQL|SolidWorks,2 months,9000,Startup,Hybrid
800,Data Analyst Intern,EcoVision Energy,Data Analytics,Indore,ArcGIS|Excel|Linux|Power BI|Python|R|SPSS|SQL|SolidWorks,6 months,11000,Startup,Hybrid
801,Agri Research Intern,SecureNet Systems,Agriculture,Mumbai,C++|Data Entry|Excel|SPSS|SolidWorks|UI/UX,2 months,10500,NGO,Hybrid
802,Content Strategist Intern,MapCraft GIS,Media,Bengaluru,Content Writing|Figma|GST|Linux|Photoshop|QGIS|UI/UX,3 months,4000,Private,Offline
803,Academic Research Intern (2),FutureWave Tech,Education,Ranchi,C++|Content Writing|Excel|Linux|Research,3 months,6000,Private,Hybrid
804,Spatial Data Intern,LexGuard Associates,GIS,Pune,ArcGIS|CSS|Digital Marketing|Excel|Figma|QGIS|SPSS,1 month,6000,NGO,Hybrid
805,Policy Research Intern,DataPulse Analytics,Public Policy,Mysuru,C++|Figma|Research,2 months,4000,Private,Hybrid
806,GIS Mapping Intern,Insight Finance Group,GIS,Patna,ArcGIS|AutoCAD|Excel|Photoshop|Power BI|QGIS|R|Research|SPSS,6 months,8500,NGO,Online
807,Finance Analyst Intern,GreenGrowth Initiatives,Finance,Gurugram,C++|Canva|Digital Marketing|Photoshop|Power BI|Tally,3 months,14000,PSU,Online
808,Travel Operations Intern,HealthSphere Analytics,Tourism,Ranchi,Content Writing|Digital Marketing|Excel|Illustrator|JavaScript|React|Research,2 months,7500,Private,Offline
809,Cyber Risk Intern,DataPulse Analytics,Cybersecurity,Bengaluru,C++|GST|Linux|Networking|Photoshop,1 month,10000,PSU,Hybrid
810,Software Intern,BrightPath Designs,IT,Thiruvananthapuram,C++|CSS|Java|Networking|Python|SolidWorks,1 month,9000,Private,Offline
811,Field Operations Intern,AgriNova Collective,Agriculture,Jaipur,Data Entry|QGIS|R|SPSS|SQL,1 month,10000,Govt,Online
812,Graphic Design Intern,TourEase Travels,Design,Kolkata,AutoCAD|C++|Canva|Data Entry|Digital Marketing|Excel|Illustrator|Photoshop|UI/UX,6 months,15000,Private,Hybrid
813,IT Support Intern,SecureNet Systems,IT,Indore,ArcGIS|CSS|JavaScript|Linux|Networking|R|SQL|SolidWorks,6 months,6000,Private,Online
814,Sustainability Intern,HealthSphere Analytics,Renewable Energy,Delhi,AutoCAD|Excel|Figma|HTML|Linux|Research,1 month,6500,Private,Hybrid
815,Product Design Intern,BrightPath Designs,Design,Indore,C|Figma|Photoshop|Python,3 months,8000,Private,Offline
816,Learning Design Intern,CivicLink Foundation,Education,Visakhapatnam,Content Writing|Excel|Linux|Power BI|Research|SQL,1 month,8000,Startup,Hybrid
817,Governance Analyst Intern,MapCraft GIS,Public Policy,Ranchi,Content Writing|Excel|Research|SPSS|SolidWorks|UI/UX,1 month,12000,Govt,Offline
818,Digital Governance Intern,UrbanRise Solutions,E-Governance,Kolkata,C|Illustrator|Power BI|Research|SQL|UI/UX,3 months,3500,Govt,Hybrid
819,Tour Planning Intern,BrightPath Designs,Tourism,Patna,C|Content Writing|Digital Marketing|Excel|Figma|GST|React,2 months,5000,Private,Online
820,Finance Analyst Intern,EcoVision Energy,Finance,Ahmedabad,C|Digital Marketing|Excel|Linux|Power BI|QGIS|SPSS,6 months,5500,Startup,Hybrid
821,Clinical Research Intern,PolicyWorks India,Healthcare,Guwahati,JavaScript|Python|QGIS|Research|SPSS,2 months,3000,NGO,Hybrid
822,GIS Mapping Intern,Innovate Labs,GIS,Pune,ArcGIS|CSS|Excel|Photoshop|R,6 months,6500,NGO,Hybrid
823,Field Operations Intern (2),AgriNova Collective,Agriculture,Nagpur,CSS|Data Entry|Excel|GST|React|SPSS|UI/UX,6 months,5000,Private,Hybrid
824,Spatial Data Intern,DataPulse Analytics,GIS,Gurugram,Digital Marketing|Python|QGIS|R|Tableau,6 months,6500,PSU,Online
825,Finance Analyst Intern,GreenGrowth Initiatives,Finance,Thiruvananthapuram,Content Writing|Digital Marketing|GST|Java|Python|SPSS|Tally,1 month,10000,Private,Online
826,Agri Research Intern,PolicyWorks India,Agriculture,Lucknow,Data Entry|Excel|QGIS|SEO|SPSS,3 months,14000,NGO,Online
827,Solar Projects Intern,HealthSphere Analytics,Renewable Energy,Jaipur,AutoCAD|C++|Excel|HTML|Linux|R|SolidWorks,6 months,12000,Private,Online
828,Tour Planning Intern (2),AgriNova Collective,Tourism,Chennai,Canva|Content Writing|Digital Marketing|Excel|Linux|SEO|SolidWorks|Tally,6 months,12500,Startup,Offline
829,Compliance Intern,Skyline Innovations,Law,Patna,AutoCAD|Digital Marketing|JavaScript|Photoshop|Research|Tableau,1 month,7500,PSU,Offline
830,Legal Research Intern,GreenGrowth Initiatives,Law,Guwahati,CSS|JavaScript|Linux|Research,6 months,13000,Private,Online
831,IT Support Intern,DataPulse Analytics,IT,Pune,CSS|Excel|Networking|SEO|SPSS|SQL,1 month,8000,Startup,Hybrid
832,Cyber Risk Intern,AgriNova Collective,Cybersecurity,Hyderabad,ArcGIS|Java|Linux|Power BI,1 month,5000,Govt,Online
833,Sustainability Intern,FutureWave Tech,Renewable Energy,Mysuru,AutoCAD|C|Digital Marketing|Excel|Illustrator|Networking|Research|SQL,2 months,9000,NGO,Online
834,Cyber Risk Intern,GreenGrowth Initiatives,Cybersecurity,Jaipur,C++|CSS|Linux|Networking|React|Tally,6 months,6000,Private,Offline
835,Compliance Intern,Insight Finance Group,Law,Surat,Canva|Excel|GST|Java|R|Research,6 months,8500,NGO,Hybrid
836,Digital Governance Intern,MapCraft GIS,E-Governance,Kochi,Content Writing|GST|HTML|Research|Tableau,2 months,11500,NGO,Hybrid
837,Healthcare Data Intern,Skyline Innovations,Healthcare,Bengaluru,CSS|Excel|JavaScript|Tableau,6 months,10500,Govt,Hybrid
838,Supply Chain Intern,Innovate Labs,Logistics,Kolkata,ArcGIS|Canva|Excel|JavaScript|Power BI|SPSS|SQL|SolidWorks|Tally,1 month,10500,Startup,Online
839,Legal Research Intern,HealthSphere Analytics,Law,Pune,Content Writing|Excel|QGIS|Research|Tally|Typing,6 months,6500,Private,Online
840,Digital Governance Intern,AgriNova Collective,E-Governance,Raipur,Excel|Figma|JavaScript|Photoshop|Power BI|Python|SQL|Tally,2 months,15000,PSU,Offline
841,Security Analyst Intern (2),LexGuard Associates,Cybersecurity,Delhi,ArcGIS|Excel|Linux|Networking|Tally,6 months,5000,NGO,Offline
842,Spatial Data Intern,BrightPath Designs,GIS,Bhopal,ArcGIS|Excel|HTML|Networking|QGIS,3 months,10500,Startup,Hybrid
843,Spatial Data Intern,NextGen Logistics,GIS,Mumbai,ArcGIS|CSS|Digital Marketing|Excel|UI/UX,1 month,7500,Govt,Offline
844,Security Analyst Intern,PolicyWorks India,Cybersecurity,Nagpur,GST|Illustrator|Linux|Python|Research|UI/UX,3 months,7000,Startup,Hybrid
845,Content Strategist Intern,NextGen Logistics,Media,Raipur,CSS|Content Writing|Digital Marketing|SEO|Tableau,6 months,8000,PSU,Online
846,Graphic Design Intern,GreenGrowth Initiatives,Design,Patna,Canva|Linux|R|Tableau,1 month,13500,Startup,Online
847,Compliance Intern,PolicyWorks India,Law,Kolkata,C++|Excel|GST|Networking|Power BI|React|Research,1 month,11500,Private,Hybrid
848,Graphic Design Intern,PolicyWorks India,Design,Surat,Content Writing|Figma|Networking|Photoshop|UI/UX,3 months,6500,Govt,Online
849,IT Support Intern,GreenGrowth Initiatives,IT,Guwahati,ArcGIS|C|CSS|Canva|HTML|JavaScript|Linux|QGIS|Research,1 month,5000,PSU,Hybrid
850,Spatial Data Intern,PolicyWorks India,GIS,Ahmedabad,ArcGIS|Canva|Excel|QGIS|R|Research,2 months,3000,Govt,Hybrid
851,Investment Research Intern (2),PolicyWorks India,Finance,Gurugram,Excel|Linux|Python|SQL,3 months,10000,Govt,Offline
852,GIS Mapping Intern,PolicyWorks India,GIS,Thiruvananthapuram,ArcGIS|AutoCAD|Content Writing|Excel|Power BI|QGIS,1 month,7000,NGO,Offline
853,Legal Research Intern,EduBridge Alliance,Law,Kochi,Content Writing|Figma|Java|React|Research|SolidWorks,3 months,5500,Private,Hybrid
854,Civic Tech Intern,FutureWave Tech,E-Governance,Thiruvananthapuram,Excel|Figma|Java|Python|Research|UI/UX,6 months,13500,Govt,Online
855,Digital Governance Intern,AgriNova Collective,E-Governance,Pune,CSS|Data Entry|Excel|GST|Python|R|Research|Tableau,3 months,7500,Govt,Hybrid
856,Healthcare Data Intern,Innovate Labs,Healthcare,Visakhapatnam,Content Writing|GST|HTML|Python|Research|SPSS,3 months,5000,Startup,Hybrid
857,Academic Research Intern,Insight Finance Group,Education,Nagpur,Content Writing|Excel|Java|Networking|Power BI|Research,3 months,6500,NGO,Hybrid
858,Graphic Design Intern,DataPulse Analytics,Design,Patna,Figma|Illustrator|Java|React,2 months,14500,NGO,Hybrid
859,Field Operations Intern,EduBridge Alliance,Agriculture,Indore,C++|Data Entry|Figma|GST|Research|SPSS|SolidWorks|Tableau,1 month,13000,Startup,Online
860,Finance Analyst Intern,CivicLink Foundation,Finance,Ranchi,Digital Marketing|Excel|HTML|Java|Networking|SQL|Tableau,3 months,5500,Govt,Online
861,Investment Research Intern,EcoVision Energy,Finance,Chandigarh,CSS|Data Entry|HTML|SQL|Tally,6 months,4000,Private,Online
862,Content Strategist Intern,PolicyWorks India,Media,Mumbai,AutoCAD|Canva|Digital Marketing|Java|Python|SPSS|Tally|Typing,2 months,10500,Startup,Offline
863,Civic Tech Intern,LexGuard Associates,E-Governance,Chandigarh,C|Digital Marketing|Excel|SPSS|SQL|Tableau,3 months,7000,Private,Hybrid
864,Finance Analyst Intern,LexGuard Associates,Finance,Visakhapatnam,CSS|GST|HTML|JavaScript|Power BI|R,3 months,5500,PSU,Online
865,Digital Governance Intern,FutureWave Tech,E-Governance,Chandigarh,Content Writing|Digital Marketing|Java|Networking|SQL|Tableau|Typing,2 months,10000,Govt,Online
866,Cyber Risk Intern,Innovate Labs,Cybersecurity,Nagpur,C++|Data Entry|Linux|QGIS,6 months,12000,NGO,Hybrid
867,Field Operations Intern,AgriNova Collective,Agriculture,Ahmedabad,Data Entry|Excel|Illustrator|Linux|QGIS|SPSS,6 months,3000,Private,Offline
868,Digital Governance Intern,MapCraft GIS,E-Governance,Guwahati,ArcGIS|CSS|Figma|Python|SEO|SPSS|Tableau,3 months,10500,Startup,Online
869,Operations Intern,FutureWave Tech,Logistics,Mysuru,CSS|Digital Marketing|Excel|GST|Photoshop|Power BI,2 months,8000,PSU,Online
870,Compliance Intern,EduBridge Alliance,Law,Mumbai,CSS|Canva|Content Writing|Python|Research|SPSS|SQL|Tally,3 months,8000,NGO,Offline
871,Full Stack Intern,EduBridge Alliance,IT,Lucknow,Excel|HTML|Linux|Python|SPSS,1 month,4000,Private,Offline
872,Governance Analyst Intern,PolicyWorks India,Public Policy,Remote,Content Writing|Excel|GST|React|Research|SQL|Tableau,6 months,15000,Private,Hybrid
873,Legal Research Intern,PolicyWorks India,Law,Gurugram,CSS|Data Entry|Figma|React|Research|SolidWorks|Tableau,2 months,8500,NGO,Online
874,Finance Analyst Intern,HealthSphere Analytics,Finance,Bengaluru,AutoCAD|C|Excel|Power BI|SQL|Tableau,1 month,10000,PSU,Hybrid
875,Legal Research Intern,GreenGrowth Initiatives,Law,Ahmedabad,Content Writing|Data Entry|GST|Linux|Research|SEO,2 months,15000,NGO,Hybrid
876,GIS Mapping Intern,Insight Finance Group,GIS,Nagpur,ArcGIS|Data Entry|Excel|Photoshop|QGIS|SPSS|UI/UX,3 months,13500,Private,Online
877,Content Strategist Intern,LexGuard Associates,Media,Ranchi,Content Writing|HTML|Photoshop|R|SEO|Typing,6 months,6500,Private,Online
878,GIS Mapping Intern,TourEase Travels,GIS,Delhi,Excel|Java|R|React|SEO,1 month,15000,Govt,Hybrid
879,Software Intern,LexGuard Associates,IT,Kolkata,Data Entry|HTML|Photoshop|Power BI|R,1 month,4000,Startup,Online
880,GIS Mapping Intern,BrightPath Designs,GIS,Lucknow,ArcGIS|Excel|React|SEO|Tableau,6 months,10500,Startup,Online
881,Operations Intern,AgriNova Collective,Logistics,Hyderabad,C++|Excel|Linux|QGIS|SQL|Tableau,2 months,15000,PSU,Online
882,Learning Design Intern,PolicyWorks India,Education,Bengaluru,Canva|Content Writing|Digital Marketing|Figma|Research|SPSS,3 months,4000,PSU,Hybrid
883,Learning Design Intern,NextGen Logistics,Education,Bhopal,C|Content Writing|GST|Illustrator|Photoshop|QGIS,1 month,4000,NGO,Hybrid
884,Policy Research Intern,HealthSphere Analytics,Public Policy,Visakhapatnam,Excel|JavaScript|Networking|Photoshop|Research|SQL,1 month,14000,Govt,Hybrid
885,Operations Intern,FutureWave Tech,Logistics,Pune,Content Writing|Data Entry|Power BI|SQL|Typing|UI/UX,3 months,11000,PSU,Offline
886,Academic Research Intern,TourEase Travels,Education,Ahmedabad,AutoCAD|C|C++|Content Writing|Digital Marketing|Excel,6 months,5000,Govt,Online
887,Graphic Design Intern,EcoVision Energy,Design,Thiruvananthapuram,Canva|Excel|Illustrator|Research|UI/UX,3 months,5500,Private,Online
888,Academic Research Intern,Spectrum Media House,Education,Kolkata,Content Writing|Excel|HTML|Python|SPSS,6 months,7500,Startup,Hybrid
889,Compliance Intern,FutureWave Tech,Law,Ahmedabad,C++|Canva|Content Writing|Excel|Research|SEO|SPSS,3 months,8000,Private,Online
890,Cyber Risk Intern,GreenGrowth Initiatives,Cybersecurity,Kochi,CSS|GST|Linux|Networking|Python|SEO,1 month,3000,NGO,Online
891,Compliance Intern (2),EduBridge Alliance,Law,Delhi,C|Content Writing|Data Entry|QGIS|React|Research,3 months,6000,Private,Online
892,Travel Operations Intern,EcoVision Energy,Tourism,Visakhapatnam,Content Writing|Data Entry|Digital Marketing|Excel|Figma|Power BI,1 month,3500,Private,Offline
893,Operations Intern,BrightPath Designs,Logistics,Visakhapatnam,AutoCAD|Excel|GST|React|SPSS|SQL,6 months,12000,Startup,Online
894,Business Intelligence Intern,PolicyWorks India,Data Analytics,Delhi,AutoCAD|Excel|Figma|GST|JavaScript|Linux|Power BI|R|SPSS,2 months,7000,Private,Offline
895,Spatial Data Intern,SecureNet Systems,GIS,Lucknow,ArcGIS|AutoCAD|Excel|GST|Photoshop|SolidWorks|Tally,1 month,11000,NGO,Online
896,Legal Research Intern,FutureWave Tech,Law,Noida,Content Writing|Digital Marketing|Excel|Figma|QGIS|UI/UX,2 months,4500,Govt,Offline
897,Sustainability Intern,AgriNova Collective,Renewable Energy,Ranchi,AutoCAD|Data Entry|Excel|HTML|Research|Tableau,3 months,7000,NGO,Online
898,Healthcare Data Intern,HealthSphere Analytics,Healthcare,Gurugram,Digital Marketing|Networking|Research|Tableau|UI/UX,2 months,14500,Private,Hybrid
899,Tour Planning Intern,MapCraft GIS,Tourism,Guwahati,Canva|Content Writing|Digital Marketing|Excel|Linux|Power BI|Python|QGIS|SolidWorks,3 months,3500,Govt,Hybrid
900,Graphic Design Intern,EcoVision Energy,Design,Guwahati,C++|Data Entry|Excel|Illustrator|SQL|Tableau|Tally,1 month,3500,Govt,Hybrid
901,Business Intelligence Intern,Insight Finance Group,Data Analytics,Bengaluru,Canva|Illustrator|Linux|Power BI|React|Tableau,1 month,15000,PSU,Online
902,Academic Research Intern,TourEase Travels,Education,Thiruvananthapuram,C++|Content Writing|QGIS|Research|Tableau,3 months,3000,Startup,Hybrid
903,Supply Chain Intern,EcoVision Energy,Logistics,Pune,AutoCAD|Content Writing|Excel|Networking|Power BI|SQL,1 month,5500,Startup,Hybrid
904,Travel Operations Intern,DataPulse Analytics,Tourism,Lucknow,C|Content Writing|Digital Marketing|Excel|HTML|SQL,1 month,10000,Startup,Online
905,IT Support Intern,BrightPath Designs,IT,Lucknow,ArcGIS|AutoCAD|CSS|Canva|Linux|R|Tally|UI/UX,2 months,13000,PSU,Online
906,Sustainability Intern,DataPulse Analytics,Renewable Energy,Mumbai,AutoCAD|Canva|Digital Marketing|Excel|Java|JavaScript|Research,6 months,10000,Startup,Hybrid
907,Product Design Intern,DataPulse Analytics,Design,Indore,ArcGIS|Canva|Excel|Figma|R,3 months,5500,Private,Hybrid
908,Investment Research Intern,BrightPath Designs,Finance,Kolkata,CSS|Excel|GST|Python|SPSS|Typing,6 months,14000,NGO,Online
909,Finance Analyst Intern,TourEase Travels,Finance,Mumbai,C|CSS|GST|Python|Tally|Typing,1 month,6500,Startup,Online
910,Agri Research Intern,UrbanRise Solutions,Agriculture,Chandigarh,Digital Marketing|Figma|Networking|Python|SPSS|SQL,6 months,11000,NGO,Online
911,Travel Operations Intern,DataPulse Analytics,Tourism,Nagpur,Content Writing|Digital Marketing|Excel|Java|Photoshop|Tally|UI/UX,3 months,4500,NGO,Hybrid
912,Cyber Risk Intern,Innovate Labs,Cybersecurity,Bengaluru,ArcGIS|Canva|Digital Marketing|Networking|React|Research|SolidWorks,3 months,7000,PSU,Hybrid
913,Social Media Intern,MapCraft GIS,Media,Pune,C++|Canva|Content Writing|Digital Marketing|SEO|SPSS|SQL|Tally,6 months,3000,NGO,Offline
914,Policy Research Intern,Skyline Innovations,Public Policy,Guwahati,C|Canva|Content Writing|Illustrator|Photoshop|Research|UI/UX,2 months,12000,PSU,Online
915,Healthcare Data Intern,MapCraft GIS,Healthcare,Remote,Excel|HTML|Python|SPSS|Tableau,3 months,12500,Govt,Offline
916,GIS Mapping Intern,TourEase Travels,GIS,Nagpur,Content Writing|Illustrator|QGIS|Tally,3 months,4500,Startup,Offline
917,Operations Intern,Insight Finance Group,Logistics,Raipur,Excel|Figma|Illustrator|Power BI|SEO,2 months,15000,Private,Online
918,Supply Chain Intern,GreenGrowth Initiatives,Logistics,Surat,C++|CSS|Excel|Figma|Photoshop|Power BI,6 months,5000,Startup,Offline
919,Solar Projects Intern,Spectrum Media House,Renewable Energy,Surat,Excel|GST|Networking|Research|Tableau,3 months,10000,Startup,Hybrid
920,Compliance Intern,LexGuard Associates,Law,Guwahati,ArcGIS|AutoCAD|Content Writing|Digital Marketing|JavaScript|Research,2 months,8500,NGO,Online
921,Social Media Intern,Insight Finance Group,Media,Kolkata,Canva|Content Writing|Data Entry|SEO|SPSS|Tally,1 month,6500,Private,Online
922,Product Design Intern,EcoVision Energy,Design,Remote,C++|HTML|Illustrator|Power BI|UI/UX,3 months,10000,Startup,Online
923,Academic Research Intern,FutureWave Tech,Education,Patna,Excel|Java|R|React|Research,2 months,7000,NGO,Online
924,Legal Research Intern (2),Insight Finance Group,Law,Lucknow,Data Entry|HTML|Illustrator|Power BI|Research|SEO|Tableau,6 months,7500,NGO,Offline
925,Supply Chain Intern,DataPulse Analytics,Logistics,Mysuru,Excel|HTML|Photoshop|SQL|UI/UX,3 months,3000,Startup,Offline
926,Digital Governance Intern,Spectrum Media House,E-Governance,Mumbai,Data Entry|Excel|Illustrator|Research|SQL|Typing|UI/UX,6 months,9000,Private,Offline
927,Finance Analyst Intern,MapCraft GIS,Finance,Ranchi,CSS|Content Writing|Digital Marketing|Power BI|Tally,6 months,5500,Govt,Hybrid
928,Product Design Intern,DataPulse Analytics,Design,Visakhapatnam,Excel|SPSS|SolidWorks|UI/UX,3 months,9500,NGO,Online
